"","maxm2LAU2","CELLCODE","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2"
"1268","0504","1kmE4032N3012","Troisvierges",0.0217391304347826,0,3475,0
"1265","0504","1kmE4032N3013","Troisvierges",0.0217391304347826,0,3475,0
"1276","0504","1kmE4032N3014","Troisvierges",0.0217391304347826,0,3475,0
"341","0206","1kmE4033N2933","Kayl",0.0555555555555556,4,9678,0.000413308534821244
"457","0212","1kmE4033N2934","Rumelange",0.0909090909090909,1116,7652,0.145844223732358
"459","0212","1kmE4033N2935","Rumelange",0.0909090909090909,3385,7652,0.442368008363826
"350","0206","1kmE4033N2936","Kayl",0.0555555555555556,1716,9678,0.177309361438314
"349","0206","1kmE4033N2937","Kayl",0.0555555555555556,1451,9678,0.149927671006406
"345","0206","1kmE4033N2938","Kayl",0.0555555555555556,930,9678,0.0960942343459393
"353","0206","1kmE4033N2939","Kayl",0.0555555555555556,110,9678,0.0113659847075842
"494","0214","1kmE4033N2940","Schifflange",0.111111111111111,2294,11913,0.192562746579367
"491","0214","1kmE4033N2941","Schifflange",0.111111111111111,0,11913,0
"370","0208","1kmE4033N2942","Mondercange",0.0454545454545455,32,8986,0.00356109503672379
"375","0208","1kmE4033N2943","Mondercange",0.0454545454545455,797,8986,0.088693523258402
"421","0210","1kmE4033N2944","Reckange-sur-Mess",0.0476190476190476,192,2661,0.0721533258173619
"417","0210","1kmE4033N2945","Reckange-sur-Mess",0.0476190476190476,47,2661,0.017662532882375
"425","0210","1kmE4033N2946","Reckange-sur-Mess",0.0476190476190476,5,2661,0.00187899285982713
"423","0210","1kmE4033N2947","Reckange-sur-Mess",0.0476190476190476,2,2661,0.000751597143930853
"422","0210","1kmE4033N2948","Reckange-sur-Mess",0.0476190476190476,0,2661,0
"511","0301","1kmE4033N2949","Bertrange",0.0555555555555556,9,7951,0.00113193309017734
"510","0301","1kmE4033N2950","Bertrange",0.0555555555555556,4,7951,0.000503081373412149
"505","0301","1kmE4033N2951","Bertrange",0.0555555555555556,0,7951,0
"186","0108","1kmE4033N2952","Mamer",0.0357142857142857,0,10296,0
"198","0108","1kmE4033N2953","Mamer",0.0357142857142857,1290,10296,0.125291375291375
"195","0108","1kmE4033N2954","Mamer",0.0357142857142857,2508,10296,0.243589743589744
"179","0108","1kmE4033N2955","Mamer",0.0357142857142857,0,10296,0
"173","0108","1kmE4033N2956","Mamer",0.0357142857142857,0,10296,0
"126","0105","1kmE4033N2957","Kehlen",0.0344827586206897,5,6123,0.000816593173281071
"125","0105","1kmE4033N2958","Kehlen",0.0344827586206897,212,6123,0.0346235505471174
"122","0105","1kmE4033N2959","Kehlen",0.0344827586206897,490,6123,0.080026130981545
"128","0105","1kmE4033N2960","Kehlen",0.0344827586206897,0,6123,0
"796","0403","1kmE4033N2961","Helperknapp",0.0263157894736842,52,4504,0.0115452930728242
"788","0403","1kmE4033N2962","Helperknapp",0.0263157894736842,22,4504,0.00488454706927176
"794","0403","1kmE4033N2963","Helperknapp",0.0263157894736842,1010,4504,0.224245115452931
"778","0403","1kmE4033N2964","Helperknapp",0.0263157894736842,111,4504,0.0246447602131439
"783","0403","1kmE4033N2965","Helperknapp",0.0263157894736842,50,4504,0.011101243339254
"774","0403","1kmE4033N2966","Helperknapp",0.0263157894736842,178,4504,0.0395204262877442
"771","0403","1kmE4033N2967","Helperknapp",0.0263157894736842,475,4504,0.105461811722913
"772","0403","1kmE4033N2968","Helperknapp",0.0263157894736842,0,4504,0
"775","0403","1kmE4033N2969","Helperknapp",0.0263157894736842,25,4504,0.005550621669627
"782","0403","1kmE4033N2970","Helperknapp",0.0263157894736842,286,4504,0.0634991119005329
"793","0403","1kmE4033N2971","Helperknapp",0.0263157894736842,0,4504,0
"1819","0709","1kmE4033N2972","Vichten",0.0833333333333333,43,1351,0.0318282753515914
"1818","0709","1kmE4033N2973","Vichten",0.0833333333333333,771,1351,0.570688378978534
"1828","0709","1kmE4033N2974","Vichten",0.0833333333333333,5,1351,0.00370096225018505
"1484","0607","1kmE4033N2975","Mertzig",0.0909090909090909,101,2296,0.0439895470383275
"1488","0607","1kmE4033N2976","Mertzig",0.0909090909090909,1929,2296,0.840156794425087
"1480","0607","1kmE4033N2977","Mertzig",0.0909090909090909,73,2296,0.031794425087108
"1489","0607","1kmE4033N2978","Mertzig",0.0909090909090909,0,2296,0
"1478","0606","1kmE4033N2979","Feulen",0.0416666666666667,0,2333,0
"1459","0606","1kmE4033N2980","Feulen",0.0416666666666667,0,2333,0
"1458","0606","1kmE4033N2981","Feulen",0.0416666666666667,37,2333,0.0158594084869267
"1929","0802","1kmE4033N2982","Esch-sur-Sûre",0.0204081632653061,2,2924,0.000683994528043776
"1928","0802","1kmE4033N2983","Esch-sur-Sûre",0.0204081632653061,4,2924,0.00136798905608755
"1930","0802","1kmE4033N2984","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1931","0802","1kmE4033N2985","Esch-sur-Sûre",0.0204081632653061,103,2924,0.0352257181942544
"1958","0804","1kmE4033N2986","Goesdorf",0.0344827586206897,69,1622,0.0425400739827374
"1964","0804","1kmE4033N2987","Goesdorf",0.0344827586206897,0,1622,0
"1952","0804","1kmE4033N2988","Goesdorf",0.0344827586206897,0,1622,0
"1953","0804","1kmE4033N2989","Goesdorf",0.0344827586206897,0,1622,0
"1974","0805","1kmE4033N2990","Kiischpelt",0.0303030303030303,0,1241,0
"1973","0805","1kmE4033N2991","Kiischpelt",0.0303030303030303,0,1241,0
"1983","0805","1kmE4033N2992","Kiischpelt",0.0303030303030303,2,1241,0.0016116035455278
"1979","0805","1kmE4033N2993","Kiischpelt",0.0303030303030303,3,1241,0.0024174053182917
"1969","0805","1kmE4033N2994","Kiischpelt",0.0303030303030303,35,1241,0.0282030620467365
"1990","0805","1kmE4033N2995","Kiischpelt",0.0303030303030303,171,1241,0.137792103142627
"1988","0805","1kmE4033N2996","Kiischpelt",0.0303030303030303,1,1241,0.0008058017727639
"998","0501","1kmE4033N2997","Clervaux",0.010989010989011,0,5725,0
"976","0501","1kmE4033N2998","Clervaux",0.010989010989011,0,5725,0
"971","0501","1kmE4033N2999","Clervaux",0.010989010989011,282,5725,0.0492576419213974
"966","0501","1kmE4033N3000","Clervaux",0.010989010989011,0,5725,0
"965","0501","1kmE4033N3001","Clervaux",0.010989010989011,0,5725,0
"1164","0502","1kmE4033N3002","Wincrange",0.0078125,6,4906,0.00122299225438239
"1165","0502","1kmE4033N3003","Wincrange",0.0078125,81,4906,0.0165103954341623
"1144","0502","1kmE4033N3004","Wincrange",0.0078125,36,4906,0.00733795352629433
"1180","0502","1kmE4033N3005","Wincrange",0.0078125,12,4906,0.00244598450876478
"1161","0502","1kmE4033N3006","Wincrange",0.0078125,114,4906,0.0232368528332654
"1133","0502","1kmE4033N3007","Wincrange",0.0078125,4,4906,0.000815328169588259
"1278","0504","1kmE4033N3008","Troisvierges",0.0217391304347826,85,3475,0.0244604316546763
"1279","0504","1kmE4033N3009","Troisvierges",0.0217391304347826,0,3475,0
"1284","0504","1kmE4033N3010","Troisvierges",0.0217391304347826,3,3475,0.000863309352517986
"1281","0504","1kmE4033N3011","Troisvierges",0.0217391304347826,67,3475,0.0192805755395683
"1282","0504","1kmE4033N3012","Troisvierges",0.0217391304347826,201,3475,0.057841726618705
"1301","0504","1kmE4033N3013","Troisvierges",0.0217391304347826,20,3475,0.00575539568345324
"1297","0504","1kmE4033N3014","Troisvierges",0.0217391304347826,0,3475,0
"339","0206","1kmE4034N2933","Kayl",0.0555555555555556,0,9678,0
"340","0206","1kmE4034N2934","Kayl",0.0555555555555556,0,9678,0
"351","0206","1kmE4034N2935","Kayl",0.0555555555555556,3,9678,0.000309981401115933
"342","0206","1kmE4034N2936","Kayl",0.0555555555555556,1332,9678,0.137631742095474
"347","0206","1kmE4034N2937","Kayl",0.0555555555555556,1666,9678,0.172143004753048
"344","0206","1kmE4034N2938","Kayl",0.0555555555555556,2220,9678,0.22938623682579
"346","0206","1kmE4034N2939","Kayl",0.0555555555555556,109,9678,0.0112626575738789
"235","0201","1kmE4034N2940","Bettembourg",0.0476190476190476,276,11372,0.0242701371790362
"374","0208","1kmE4034N2941","Mondercange",0.0454545454545455,332,8986,0.0369463610060093
"381","0208","1kmE4034N2942","Mondercange",0.0454545454545455,1031,8986,0.114734030714445
"378","0208","1kmE4034N2943","Mondercange",0.0454545454545455,129,8986,0.0143556643667928
"382","0208","1kmE4034N2944","Mondercange",0.0454545454545455,126,8986,0.0140218117070999
"424","0210","1kmE4034N2945","Reckange-sur-Mess",0.0476190476190476,0,2661,0
"414","0210","1kmE4034N2946","Reckange-sur-Mess",0.0476190476190476,0,2661,0
"410","0210","1kmE4034N2947","Reckange-sur-Mess",0.0476190476190476,234,2661,0.0879368658399098
"413","0210","1kmE4034N2948","Reckange-sur-Mess",0.0476190476190476,100,2661,0.0375798571965427
"512","0301","1kmE4034N2949","Bertrange",0.0555555555555556,0,7951,0
"503","0301","1kmE4034N2950","Bertrange",0.0555555555555556,12,7951,0.00150924412023645
"501","0301","1kmE4034N2951","Bertrange",0.0555555555555556,81,7951,0.010187397811596
"504","0301","1kmE4034N2952","Bertrange",0.0555555555555556,0,7951,0
"187","0108","1kmE4034N2953","Mamer",0.0357142857142857,2192,10296,0.212898212898213
"178","0108","1kmE4034N2954","Mamer",0.0357142857142857,890,10296,0.0864413364413364
"184","0108","1kmE4034N2955","Mamer",0.0357142857142857,11,10296,0.00106837606837607
"182","0108","1kmE4034N2956","Mamer",0.0357142857142857,0,10296,0
"119","0105","1kmE4034N2957","Kehlen",0.0344827586206897,183,6123,0.0298873101420872
"142","0105","1kmE4034N2958","Kehlen",0.0344827586206897,1292,6123,0.211007675975829
"141","0105","1kmE4034N2959","Kehlen",0.0344827586206897,0,6123,0
"137","0105","1kmE4034N2960","Kehlen",0.0344827586206897,181,6123,0.0295606728727748
"777","0403","1kmE4034N2961","Helperknapp",0.0263157894736842,10,4504,0.0022202486678508
"808","0403","1kmE4034N2962","Helperknapp",0.0263157894736842,0,4504,0
"804","0403","1kmE4034N2963","Helperknapp",0.0263157894736842,46,4504,0.0102131438721137
"780","0403","1kmE4034N2964","Helperknapp",0.0263157894736842,0,4504,0
"781","0403","1kmE4034N2965","Helperknapp",0.0263157894736842,138,4504,0.030639431616341
"792","0403","1kmE4034N2966","Helperknapp",0.0263157894736842,448,4504,0.0994671403197158
"797","0403","1kmE4034N2967","Helperknapp",0.0263157894736842,0,4504,0
"790","0403","1kmE4034N2968","Helperknapp",0.0263157894736842,0,4504,0
"795","0403","1kmE4034N2969","Helperknapp",0.0263157894736842,409,4504,0.0908081705150977
"807","0403","1kmE4034N2970","Helperknapp",0.0263157894736842,242,4504,0.0537300177619893
"769","0402","1kmE4034N2971","Bissen",0.05,0,3316,0
"754","0402","1kmE4034N2972","Bissen",0.05,13,3316,0.00392038600723764
"1826","0709","1kmE4034N2973","Vichten",0.0833333333333333,1,1351,0.00074019245003701
"1823","0709","1kmE4034N2974","Vichten",0.0833333333333333,5,1351,0.00370096225018505
"1822","0709","1kmE4034N2975","Vichten",0.0833333333333333,144,1351,0.106587712805329
"1490","0607","1kmE4034N2976","Mertzig",0.0909090909090909,159,2296,0.0692508710801394
"1482","0607","1kmE4034N2977","Mertzig",0.0909090909090909,25,2296,0.0108885017421603
"1462","0606","1kmE4034N2978","Feulen",0.0416666666666667,0,2333,0
"1475","0606","1kmE4034N2979","Feulen",0.0416666666666667,0,2333,0
"1456","0606","1kmE4034N2980","Feulen",0.0416666666666667,0,2333,0
"1457","0606","1kmE4034N2981","Feulen",0.0416666666666667,0,2333,0
"1935","0802","1kmE4034N2982","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1901","0802","1kmE4034N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1902","0802","1kmE4034N2984","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1907","0802","1kmE4034N2985","Esch-sur-Sûre",0.0204081632653061,47,2924,0.0160738714090287
"1898","0802","1kmE4034N2986","Esch-sur-Sûre",0.0204081632653061,30,2924,0.0102599179206566
"1959","0804","1kmE4034N2987","Goesdorf",0.0344827586206897,11,1622,0.00678175092478422
"1947","0804","1kmE4034N2988","Goesdorf",0.0344827586206897,0,1622,0
"1978","0805","1kmE4034N2989","Kiischpelt",0.0303030303030303,0,1241,0
"1994","0805","1kmE4034N2990","Kiischpelt",0.0303030303030303,1,1241,0.0008058017727639
"1992","0805","1kmE4034N2991","Kiischpelt",0.0303030303030303,73,1241,0.0588235294117647
"1997","0805","1kmE4034N2992","Kiischpelt",0.0303030303030303,3,1241,0.0024174053182917
"1982","0805","1kmE4034N2993","Kiischpelt",0.0303030303030303,87,1241,0.0701047542304593
"1975","0805","1kmE4034N2994","Kiischpelt",0.0303030303030303,347,1241,0.279613215149073
"1977","0805","1kmE4034N2995","Kiischpelt",0.0303030303030303,16,1241,0.0128928283642224
"1967","0805","1kmE4034N2996","Kiischpelt",0.0303030303030303,28,1241,0.0225624496373892
"974","0501","1kmE4034N2997","Clervaux",0.010989010989011,214,5725,0.0373799126637555
"984","0501","1kmE4034N2998","Clervaux",0.010989010989011,0,5725,0
"981","0501","1kmE4034N2999","Clervaux",0.010989010989011,0,5725,0
"991","0501","1kmE4034N3000","Clervaux",0.010989010989011,0,5725,0
"1005","0501","1kmE4034N3001","Clervaux",0.010989010989011,112,5725,0.0195633187772926
"993","0501","1kmE4034N3002","Clervaux",0.010989010989011,272,5725,0.0475109170305677
"1178","0502","1kmE4034N3003","Wincrange",0.0078125,0,4906,0
"1170","0502","1kmE4034N3004","Wincrange",0.0078125,402,4906,0.0819404810436201
"1129","0502","1kmE4034N3005","Wincrange",0.0078125,0,4906,0
"1103","0502","1kmE4034N3006","Wincrange",0.0078125,54,4906,0.0110069302894415
"1091","0502","1kmE4034N3007","Wincrange",0.0078125,35,4906,0.00713412148389727
"1273","0504","1kmE4034N3008","Troisvierges",0.0217391304347826,881,3475,0.253525179856115
"1270","0504","1kmE4034N3009","Troisvierges",0.0217391304347826,17,3475,0.00489208633093525
"1271","0504","1kmE4034N3010","Troisvierges",0.0217391304347826,14,3475,0.00402877697841727
"1303","0504","1kmE4034N3011","Troisvierges",0.0217391304347826,92,3475,0.0264748201438849
"1304","0504","1kmE4034N3012","Troisvierges",0.0217391304347826,0,3475,0
"1296","0504","1kmE4034N3013","Troisvierges",0.0217391304347826,0,3475,0
"1288","0504","1kmE4034N3014","Troisvierges",0.0217391304347826,0,3475,0
"292","0203","1kmE4035N2935","Dudelange",0.0357142857142857,0,21774,0
"290","0203","1kmE4035N2936","Dudelange",0.0357142857142857,0,21774,0
"270","0203","1kmE4035N2937","Dudelange",0.0357142857142857,37,21774,0.00169927436392027
"352","0206","1kmE4035N2938","Kayl",0.0555555555555556,58,9678,0.00599297375490804
"343","0206","1kmE4035N2939","Kayl",0.0555555555555556,1,9678,0.000103327133705311
"232","0201","1kmE4035N2940","Bettembourg",0.0476190476190476,791,11372,0.0695568061906437
"236","0201","1kmE4035N2941","Bettembourg",0.0476190476190476,359,11372,0.0315687653886739
"385","0208","1kmE4035N2942","Mondercange",0.0454545454545455,0,8986,0
"384","0208","1kmE4035N2943","Mondercange",0.0454545454545455,0,8986,0
"387","0208","1kmE4035N2944","Mondercange",0.0454545454545455,0,8986,0
"361","0207","1kmE4035N2945","Leudelange",0.0714285714285714,0,2646,0
"359","0207","1kmE4035N2946","Leudelange",0.0714285714285714,12,2646,0.00453514739229025
"364","0207","1kmE4035N2947","Leudelange",0.0714285714285714,8,2646,0.00302343159486017
"354","0207","1kmE4035N2948","Leudelange",0.0714285714285714,40,2646,0.0151171579743008
"513","0301","1kmE4035N2949","Bertrange",0.0555555555555556,0,7951,0
"506","0301","1kmE4035N2950","Bertrange",0.0555555555555556,198,7951,0.0249025279839014
"502","0301","1kmE4035N2951","Bertrange",0.0555555555555556,2428,7951,0.305370393661175
"498","0301","1kmE4035N2952","Bertrange",0.0555555555555556,2565,7951,0.322600930700541
"499","0301","1kmE4035N2953","Bertrange",0.0555555555555556,395,7951,0.0496792856244498
"177","0108","1kmE4035N2954","Mamer",0.0357142857142857,37,10296,0.00359362859362859
"192","0108","1kmE4035N2955","Mamer",0.0357142857142857,5,10296,0.000485625485625486
"189","0108","1kmE4035N2956","Mamer",0.0357142857142857,70,10296,0.0067987567987568
"135","0105","1kmE4035N2957","Kehlen",0.0344827586206897,68,6123,0.0111056671566226
"133","0105","1kmE4035N2958","Kehlen",0.0344827586206897,646,6123,0.105503837987914
"143","0105","1kmE4035N2959","Kehlen",0.0344827586206897,13,6123,0.00212314225053079
"145","0105","1kmE4035N2960","Kehlen",0.0344827586206897,0,6123,0
"803","0403","1kmE4035N2961","Helperknapp",0.0263157894736842,31,4504,0.00688277087033748
"785","0403","1kmE4035N2962","Helperknapp",0.0263157894736842,58,4504,0.0128774422735346
"791","0403","1kmE4035N2963","Helperknapp",0.0263157894736842,81,4504,0.0179840142095915
"802","0403","1kmE4035N2964","Helperknapp",0.0263157894736842,0,4504,0
"806","0403","1kmE4035N2965","Helperknapp",0.0263157894736842,0,4504,0
"779","0403","1kmE4035N2966","Helperknapp",0.0263157894736842,96,4504,0.0213143872113677
"776","0403","1kmE4035N2967","Helperknapp",0.0263157894736842,18,4504,0.00399644760213144
"787","0403","1kmE4035N2968","Helperknapp",0.0263157894736842,228,4504,0.0506216696269982
"784","0403","1kmE4035N2969","Helperknapp",0.0263157894736842,41,4504,0.00910301953818828
"801","0403","1kmE4035N2970","Helperknapp",0.0263157894736842,0,4504,0
"755","0402","1kmE4035N2971","Bissen",0.05,0,3316,0
"760","0402","1kmE4035N2972","Bissen",0.05,0,3316,0
"1824","0709","1kmE4035N2973","Vichten",0.0833333333333333,0,1351,0
"753","0402","1kmE4035N2974","Bissen",0.05,0,3316,0
"1825","0709","1kmE4035N2975","Vichten",0.0833333333333333,0,1351,0
"1483","0607","1kmE4035N2976","Mertzig",0.0909090909090909,0,2296,0
"1472","0606","1kmE4035N2977","Feulen",0.0416666666666667,38,2333,0.0162880411487355
"1467","0606","1kmE4035N2978","Feulen",0.0416666666666667,511,2333,0.219031290184312
"1468","0606","1kmE4035N2979","Feulen",0.0416666666666667,4,2333,0.00171453064723532
"1461","0606","1kmE4035N2980","Feulen",0.0416666666666667,0,2333,0
"1471","0606","1kmE4035N2981","Feulen",0.0416666666666667,0,2333,0
"1476","0606","1kmE4035N2982","Feulen",0.0416666666666667,0,2333,0
"1398","0602","1kmE4035N2983","Bourscheid",0.027027027027027,0,1635,0
"1381","0602","1kmE4035N2984","Bourscheid",0.027027027027027,0,1635,0
"1385","0602","1kmE4035N2985","Bourscheid",0.027027027027027,0,1635,0
"1960","0804","1kmE4035N2986","Goesdorf",0.0344827586206897,0,1622,0
"1962","0804","1kmE4035N2987","Goesdorf",0.0344827586206897,28,1622,0.0172626387176326
"1943","0804","1kmE4035N2988","Goesdorf",0.0344827586206897,1,1622,0.00061652281134402
"1986","0805","1kmE4035N2989","Kiischpelt",0.0303030303030303,80,1241,0.064464141821112
"1984","0805","1kmE4035N2990","Kiischpelt",0.0303030303030303,72,1241,0.0580177276390008
"1976","0805","1kmE4035N2991","Kiischpelt",0.0303030303030303,10,1241,0.008058017727639
"1981","0805","1kmE4035N2992","Kiischpelt",0.0303030303030303,0,1241,0
"1991","0805","1kmE4035N2993","Kiischpelt",0.0303030303030303,59,1241,0.0475423045930701
"1993","0805","1kmE4035N2994","Kiischpelt",0.0303030303030303,135,1241,0.108783239323127
"1989","0805","1kmE4035N2995","Kiischpelt",0.0303030303030303,0,1241,0
"977","0501","1kmE4035N2996","Clervaux",0.010989010989011,0,5725,0
"973","0501","1kmE4035N2997","Clervaux",0.010989010989011,0,5725,0
"967","0501","1kmE4035N2998","Clervaux",0.010989010989011,0,5725,0
"969","0501","1kmE4035N2999","Clervaux",0.010989010989011,19,5725,0.00331877729257642
"970","0501","1kmE4035N3000","Clervaux",0.010989010989011,5,5725,0.000873362445414847
"975","0501","1kmE4035N3001","Clervaux",0.010989010989011,31,5725,0.00541484716157205
"1017","0501","1kmE4035N3002","Clervaux",0.010989010989011,72,5725,0.0125764192139738
"1175","0502","1kmE4035N3003","Wincrange",0.0078125,0,4906,0
"1172","0502","1kmE4035N3004","Wincrange",0.0078125,0,4906,0
"1171","0502","1kmE4035N3005","Wincrange",0.0078125,0,4906,0
"1156","0502","1kmE4035N3006","Wincrange",0.0078125,0,4906,0
"1292","0504","1kmE4035N3007","Troisvierges",0.0217391304347826,7,3475,0.00201438848920863
"1293","0504","1kmE4035N3008","Troisvierges",0.0217391304347826,682,3475,0.196258992805755
"1290","0504","1kmE4035N3009","Troisvierges",0.0217391304347826,348,3475,0.100143884892086
"1291","0504","1kmE4035N3010","Troisvierges",0.0217391304347826,0,3475,0
"1306","0504","1kmE4035N3011","Troisvierges",0.0217391304347826,0,3475,0
"1307","0504","1kmE4035N3012","Troisvierges",0.0217391304347826,15,3475,0.00431654676258993
