"","maxm2LAU2","CELLCODE","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2"
"595","0304","1kmE4039N2948","Luxembourg",0.0185185185185185,515,128900,0.00399534522885958
"611","0304","1kmE4039N2949","Luxembourg",0.0185185185185185,3564,128900,0.0276493405740884
"607","0304","1kmE4039N2950","Luxembourg",0.0185185185185185,2409,128900,0.018688906128782
"599","0304","1kmE4039N2951","Luxembourg",0.0185185185185185,8952,128900,0.0694491854150504
"587","0304","1kmE4039N2952","Luxembourg",0.0185185185185185,3971,128900,0.0308068269976726
"602","0304","1kmE4039N2953","Luxembourg",0.0185185185185185,876,128900,0.00679596586501164
"590","0304","1kmE4039N2954","Luxembourg",0.0185185185185185,0,128900,0
"615","0304","1kmE4039N2955","Luxembourg",0.0185185185185185,6,128900,4.65477114041893e-05
"164","0107","1kmE4039N2956","Kopstal",0.142857142857143,0,3523,0
"700","0308","1kmE4039N2957","Steinsel",0.0434782608695652,16,5669,0.00282236726053978
"694","0308","1kmE4039N2958","Steinsel",0.0434782608695652,0,5669,0
"690","0308","1kmE4039N2959","Steinsel",0.0434782608695652,0,5669,0
"891","0408","1kmE4039N2960","Lorentzweiler",0.0625,0,4278,0
"885","0408","1kmE4039N2961","Lorentzweiler",0.0625,0,4278,0
"941","0409","1kmE4039N2962","Mersch",0.0204081632653061,0,9956,0
"930","0409","1kmE4039N2963","Mersch",0.0204081632653061,238,9956,0.0239051828043391
"931","0409","1kmE4039N2964","Mersch",0.0204081632653061,2,9956,0.000200883889112093
"926","0409","1kmE4039N2965","Mersch",0.0204081632653061,19,9956,0.00190839694656489
"913","0409","1kmE4039N2966","Mersch",0.0204081632653061,1114,9956,0.111892326235436
"905","0409","1kmE4039N2967","Mersch",0.0204081632653061,949,9956,0.0953194053836882
"902","0409","1kmE4039N2968","Mersch",0.0204081632653061,9,9956,0.000903977501004419
"898","0409","1kmE4039N2969","Mersch",0.0204081632653061,0,9956,0
"770","0402","1kmE4039N2970","Bissen",0.05,6,3316,0.00180940892641737
"765","0402","1kmE4039N2971","Bissen",0.05,52,3316,0.0156815440289505
"742","0401","1kmE4039N2972","Colmar-Berg",0.0909090909090909,7,1754,0.00399087799315849
"745","0401","1kmE4039N2973","Colmar-Berg",0.0909090909090909,425,1754,0.24230330672748
"744","0401","1kmE4039N2974","Colmar-Berg",0.0909090909090909,456,1754,0.259977194982896
"1518","0609","1kmE4039N2975","Schieren",0.0909090909090909,4,2620,0.00152671755725191
"1448","0605","1kmE4039N2976","Ettelbruck",0.0666666666666667,7,8959,0.000781337202812814
"1455","0605","1kmE4039N2977","Ettelbruck",0.0666666666666667,282,8959,0.0314767273133162
"1453","0605","1kmE4039N2978","Ettelbruck",0.0666666666666667,853,8959,0.0952115191427615
"1452","0605","1kmE4039N2979","Ettelbruck",0.0666666666666667,1066,8959,0.118986494028351
"1447","0605","1kmE4039N2980","Ettelbruck",0.0666666666666667,0,8959,0
"1434","0604","1kmE4039N2981","Erpeldange-sur-Sûre",0.0555555555555556,21,2814,0.00746268656716418
"1424","0604","1kmE4039N2982","Erpeldange-sur-Sûre",0.0555555555555556,66,2814,0.023454157782516
"1437","0604","1kmE4039N2983","Erpeldange-sur-Sûre",0.0555555555555556,20,2814,0.00710732054015636
"1399","0602","1kmE4039N2984","Bourscheid",0.027027027027027,29,1635,0.017737003058104
"1407","0602","1kmE4039N2985","Bourscheid",0.027027027027027,131,1635,0.0801223241590214
"1406","0602","1kmE4039N2986","Bourscheid",0.027027027027027,9,1635,0.0055045871559633
"1409","0602","1kmE4039N2987","Bourscheid",0.027027027027027,6,1635,0.0036697247706422
"1195","0503","1kmE4039N2988","Parc Hosingen",0.0125,226,3890,0.0580976863753213
"1196","0503","1kmE4039N2989","Parc Hosingen",0.0125,231,3890,0.0593830334190231
"1210","0503","1kmE4039N2990","Parc Hosingen",0.0125,0,3890,0
"1246","0503","1kmE4039N2991","Parc Hosingen",0.0125,0,3890,0
"1221","0503","1kmE4039N2992","Parc Hosingen",0.0125,0,3890,0
"1219","0503","1kmE4039N2993","Parc Hosingen",0.0125,282,3890,0.0724935732647815
"1214","0503","1kmE4039N2994","Parc Hosingen",0.0125,0,3890,0
"1202","0503","1kmE4039N2995","Parc Hosingen",0.0125,0,3890,0
"1186","0503","1kmE4039N2996","Parc Hosingen",0.0125,0,3890,0
"1205","0503","1kmE4039N2997","Parc Hosingen",0.0125,14,3890,0.00359897172236504
"1206","0503","1kmE4039N2998","Parc Hosingen",0.0125,180,3890,0.0462724935732648
"1188","0503","1kmE4039N2999","Parc Hosingen",0.0125,56,3890,0.0143958868894602
"1030","0501","1kmE4039N3000","Clervaux",0.010989010989011,315,5725,0.0550218340611354
"1050","0501","1kmE4039N3001","Clervaux",0.010989010989011,141,5725,0.0246288209606987
"1046","0501","1kmE4039N3002","Clervaux",0.010989010989011,122,5725,0.0213100436681223
"1024","0501","1kmE4039N3003","Clervaux",0.010989010989011,86,5725,0.0150218340611354
"1025","0501","1kmE4039N3004","Clervaux",0.010989010989011,16,5725,0.00279475982532751
"1023","0501","1kmE4039N3005","Clervaux",0.010989010989011,215,5725,0.0375545851528384
"1009","0501","1kmE4039N3006","Clervaux",0.010989010989011,0,5725,0
"1327","0505","1kmE4039N3007","Weiswampach",0.024390243902439,0,2213,0
"1332","0505","1kmE4039N3008","Weiswampach",0.024390243902439,53,2213,0.0239493899683687
"1316","0505","1kmE4039N3009","Weiswampach",0.024390243902439,0,2213,0
"1321","0505","1kmE4039N3010","Weiswampach",0.024390243902439,0,2213,0
"1333","0505","1kmE4039N3011","Weiswampach",0.024390243902439,1,2213,0.000451875282422052
"1326","0505","1kmE4039N3012","Weiswampach",0.024390243902439,27,2213,0.0122006326253954
"273","0203","1kmE4040N2936","Dudelange",0.0357142857142857,0,21774,0
"288","0203","1kmE4040N2937","Dudelange",0.0357142857142857,0,21774,0
"287","0203","1kmE4040N2938","Dudelange",0.0357142857142857,0,21774,0
"219","0201","1kmE4040N2939","Bettembourg",0.0476190476190476,7,11372,0.000615546957439325
"217","0201","1kmE4040N2940","Bettembourg",0.0476190476190476,1,11372,8.79352796341892e-05
"439","0211","1kmE4040N2941","Roeser",0.0476190476190476,238,6542,0.0363803118312443
"435","0211","1kmE4040N2942","Roeser",0.0476190476190476,412,6542,0.0629776826658514
"434","0211","1kmE4040N2943","Roeser",0.0476190476190476,590,6542,0.0901864873127484
"437","0211","1kmE4040N2944","Roeser",0.0476190476190476,62,6542,0.0094772240904922
"442","0211","1kmE4040N2945","Roeser",0.0476190476190476,2,6542,0.00030571690614491
"550","0303","1kmE4040N2946","Hesperange",0.037037037037037,10,15052,0.00066436353972894
"581","0304","1kmE4040N2947","Luxembourg",0.0185185185185185,0,128900,0
"612","0304","1kmE4040N2948","Luxembourg",0.0185185185185185,1902,128900,0.014755624515128
"573","0304","1kmE4040N2949","Luxembourg",0.0185185185185185,5641,128900,0.0437626066718386
"583","0304","1kmE4040N2950","Luxembourg",0.0185185185185185,5604,128900,0.0434755624515128
"571","0304","1kmE4040N2951","Luxembourg",0.0185185185185185,6213,128900,0.048200155159038
"570","0304","1kmE4040N2952","Luxembourg",0.0185185185185185,7105,128900,0.0551202482544608
"585","0304","1kmE4040N2953","Luxembourg",0.0185185185185185,4157,128900,0.0322498060512025
"613","0304","1kmE4040N2954","Luxembourg",0.0185185185185185,170,128900,0.0013188518231187
"601","0304","1kmE4040N2955","Luxembourg",0.0185185185185185,31,128900,0.000240496508921645
"715","0310","1kmE4040N2956","Walferdange",0.142857142857143,741,8060,0.0919354838709677
"685","0308","1kmE4040N2957","Steinsel",0.0434782608695652,145,5669,0.0255777032986417
"684","0308","1kmE4040N2958","Steinsel",0.0434782608695652,580,5669,0.102310813194567
"686","0308","1kmE4040N2959","Steinsel",0.0434782608695652,61,5669,0.0107602751808079
"691","0308","1kmE4040N2960","Steinsel",0.0434782608695652,0,5669,0
"881","0408","1kmE4040N2961","Lorentzweiler",0.0625,0,4278,0
"862","0407","1kmE4040N2962","Lintgen",0.0625,0,3580,0
"873","0407","1kmE4040N2963","Lintgen",0.0625,24,3580,0.00670391061452514
"868","0407","1kmE4040N2964","Lintgen",0.0625,256,3580,0.0715083798882682
"864","0407","1kmE4040N2965","Lintgen",0.0625,178,3580,0.0497206703910615
"936","0409","1kmE4040N2966","Mersch",0.0204081632653061,1307,9956,0.131277621534753
"940","0409","1kmE4040N2967","Mersch",0.0204081632653061,1854,9956,0.18621936520691
"937","0409","1kmE4040N2968","Mersch",0.0204081632653061,90,9956,0.00903977501004419
"929","0409","1kmE4040N2969","Mersch",0.0204081632653061,256,9956,0.0257131378063479
"924","0409","1kmE4040N2970","Mersch",0.0204081632653061,4,9956,0.000401767778224186
"915","0409","1kmE4040N2971","Mersch",0.0204081632653061,0,9956,0
"740","0401","1kmE4040N2972","Colmar-Berg",0.0909090909090909,0,1754,0
"741","0401","1kmE4040N2973","Colmar-Berg",0.0909090909090909,862,1754,0.491448118586089
"1515","0609","1kmE4040N2974","Schieren",0.0909090909090909,522,2620,0.199236641221374
"1513","0609","1kmE4040N2975","Schieren",0.0909090909090909,1123,2620,0.428625954198473
"1517","0609","1kmE4040N2976","Schieren",0.0909090909090909,964,2620,0.36793893129771
"1445","0605","1kmE4040N2977","Ettelbruck",0.0666666666666667,3224,8959,0.359861591695502
"1451","0605","1kmE4040N2978","Ettelbruck",0.0666666666666667,3040,8959,0.339323585221565
"1454","0605","1kmE4040N2979","Ettelbruck",0.0666666666666667,165,8959,0.018417234066302
"1426","0604","1kmE4040N2980","Erpeldange-sur-Sûre",0.0555555555555556,0,2814,0
"1435","0604","1kmE4040N2981","Erpeldange-sur-Sûre",0.0555555555555556,346,2814,0.122956645344705
"1439","0604","1kmE4040N2982","Erpeldange-sur-Sûre",0.0555555555555556,123,2814,0.0437100213219616
"1387","0602","1kmE4040N2983","Bourscheid",0.027027027027027,295,1635,0.180428134556575
"1397","0602","1kmE4040N2984","Bourscheid",0.027027027027027,0,1635,0
"1390","0602","1kmE4040N2985","Bourscheid",0.027027027027027,36,1635,0.0220183486238532
"1384","0602","1kmE4040N2986","Bourscheid",0.027027027027027,139,1635,0.0850152905198777
"2203","0902","1kmE4040N2987","Putscheid",0.032258064516129,8,1277,0.0062646828504307
"1193","0503","1kmE4040N2988","Parc Hosingen",0.0125,7,3890,0.00179948586118252
"1230","0503","1kmE4040N2989","Parc Hosingen",0.0125,0,3890,0
"1227","0503","1kmE4040N2990","Parc Hosingen",0.0125,0,3890,0
"1241","0503","1kmE4040N2991","Parc Hosingen",0.0125,197,3890,0.0506426735218509
"1242","0503","1kmE4040N2992","Parc Hosingen",0.0125,80,3890,0.0205655526992288
"1248","0503","1kmE4040N2993","Parc Hosingen",0.0125,16,3890,0.00411311053984576
"1257","0503","1kmE4040N2994","Parc Hosingen",0.0125,10,3890,0.0025706940874036
"1232","0503","1kmE4040N2995","Parc Hosingen",0.0125,71,3890,0.0182519280205656
"1220","0503","1kmE4040N2996","Parc Hosingen",0.0125,532,3890,0.136760925449871
"1244","0503","1kmE4040N2997","Parc Hosingen",0.0125,12,3890,0.00308483290488432
"1231","0503","1kmE4040N2998","Parc Hosingen",0.0125,0,3890,0
"1201","0503","1kmE4040N2999","Parc Hosingen",0.0125,18,3890,0.00462724935732648
"1000","0501","1kmE4040N3000","Clervaux",0.010989010989011,10,5725,0.00174672489082969
"1026","0501","1kmE4040N3001","Clervaux",0.010989010989011,86,5725,0.0150218340611354
"1028","0501","1kmE4040N3002","Clervaux",0.010989010989011,0,5725,0
"979","0501","1kmE4040N3003","Clervaux",0.010989010989011,19,5725,0.00331877729257642
"1053","0501","1kmE4040N3004","Clervaux",0.010989010989011,4,5725,0.000698689956331878
"1052","0501","1kmE4040N3005","Clervaux",0.010989010989011,68,5725,0.0118777292576419
"1041","0501","1kmE4040N3006","Clervaux",0.010989010989011,3,5725,0.000524017467248908
"1350","0505","1kmE4040N3007","Weiswampach",0.024390243902439,0,2213,0
"1345","0505","1kmE4040N3008","Weiswampach",0.024390243902439,16,2213,0.00723000451875282
"1336","0505","1kmE4040N3009","Weiswampach",0.024390243902439,104,2213,0.0469950293718934
"1349","0505","1kmE4040N3010","Weiswampach",0.024390243902439,1240,2213,0.560325350203344
"1324","0505","1kmE4040N3011","Weiswampach",0.024390243902439,13,2213,0.00587437867148667
"1329","0505","1kmE4040N3012","Weiswampach",0.024390243902439,4,2213,0.00180750112968821
"1322","0505","1kmE4040N3013","Weiswampach",0.024390243902439,0,2213,0
"319","0205","1kmE4041N2937","Frisange",0.037037037037037,0,5345,0
"333","0205","1kmE4041N2938","Frisange",0.037037037037037,0,5345,0
"334","0205","1kmE4041N2939","Frisange",0.037037037037037,212,5345,0.0396632366697848
"332","0205","1kmE4041N2940","Frisange",0.037037037037037,80,5345,0.0149672591206735
"449","0211","1kmE4041N2941","Roeser",0.0476190476190476,7,6542,0.00107000917150718
"438","0211","1kmE4041N2942","Roeser",0.0476190476190476,445,6542,0.0680220116172424
"443","0211","1kmE4041N2943","Roeser",0.0476190476190476,1148,6542,0.175481504127178
"445","0211","1kmE4041N2944","Roeser",0.0476190476190476,781,6542,0.119382451849587
"561","0303","1kmE4041N2945","Hesperange",0.037037037037037,0,15052,0
"556","0303","1kmE4041N2946","Hesperange",0.037037037037037,0,15052,0
"555","0303","1kmE4041N2947","Hesperange",0.037037037037037,137,15052,0.00910178049428647
"559","0303","1kmE4041N2948","Hesperange",0.037037037037037,1343,15052,0.0892240233855966
"569","0304","1kmE4041N2949","Luxembourg",0.0185185185185185,3473,128900,0.0269433669511249
"574","0304","1kmE4041N2950","Luxembourg",0.0185185185185185,14663,128900,0.113754848719938
"614","0304","1kmE4041N2951","Luxembourg",0.0185185185185185,3888,128900,0.0301629169899147
"596","0304","1kmE4041N2952","Luxembourg",0.0185185185185185,4093,128900,0.0317532971295578
"597","0304","1kmE4041N2953","Luxembourg",0.0185185185185185,4088,128900,0.0317145073700543
"609","0304","1kmE4041N2954","Luxembourg",0.0185185185185185,1686,128900,0.0130799069045772
"604","0304","1kmE4041N2955","Luxembourg",0.0185185185185185,2895,128900,0.0224592707525213
"718","0310","1kmE4041N2956","Walferdange",0.142857142857143,3308,8060,0.410421836228288
"714","0310","1kmE4041N2957","Walferdange",0.142857142857143,1676,8060,0.207940446650124
"704","0308","1kmE4041N2958","Steinsel",0.0434782608695652,1674,5669,0.295290174633974
"696","0308","1kmE4041N2959","Steinsel",0.0434782608695652,1403,5669,0.247486329158582
"692","0308","1kmE4041N2960","Steinsel",0.0434782608695652,53,5669,0.00934909155053801
"878","0408","1kmE4041N2961","Lorentzweiler",0.0625,327,4278,0.076437587657784
"866","0407","1kmE4041N2962","Lintgen",0.0625,0,3580,0
"869","0407","1kmE4041N2963","Lintgen",0.0625,1492,3580,0.416759776536313
"867","0407","1kmE4041N2964","Lintgen",0.0625,705,3580,0.196927374301676
"908","0409","1kmE4041N2965","Mersch",0.0204081632653061,645,9956,0.0647850542386501
"900","0409","1kmE4041N2966","Mersch",0.0204081632653061,682,9956,0.0685014061872238
"923","0409","1kmE4041N2967","Mersch",0.0204081632653061,554,9956,0.0556448372840498
"935","0409","1kmE4041N2968","Mersch",0.0204081632653061,826,9956,0.0829650462032945
"939","0409","1kmE4041N2969","Mersch",0.0204081632653061,360,9956,0.0361591000401768
"938","0409","1kmE4041N2970","Mersch",0.0204081632653061,19,9956,0.00190839694656489
"916","0409","1kmE4041N2971","Mersch",0.0204081632653061,0,9956,0
"946","0410","1kmE4041N2972","Nommern",0.0434782608695652,42,1446,0.029045643153527
"944","0410","1kmE4041N2973","Nommern",0.0434782608695652,17,1446,0.0117565698478562
"1522","0609","1kmE4041N2974","Schieren",0.0909090909090909,7,2620,0.00267175572519084
"1516","0609","1kmE4041N2975","Schieren",0.0909090909090909,0,2620,0
"1514","0609","1kmE4041N2976","Schieren",0.0909090909090909,0,2620,0
"1446","0605","1kmE4041N2977","Ettelbruck",0.0666666666666667,119,8959,0.0132827324478178
"1428","0604","1kmE4041N2978","Erpeldange-sur-Sûre",0.0555555555555556,700,2814,0.248756218905473
"1427","0604","1kmE4041N2979","Erpeldange-sur-Sûre",0.0555555555555556,737,2814,0.261904761904762
"1433","0604","1kmE4041N2980","Erpeldange-sur-Sûre",0.0555555555555556,50,2814,0.0177683013503909
"1425","0604","1kmE4041N2981","Erpeldange-sur-Sûre",0.0555555555555556,8,2814,0.00284292821606254
"1438","0604","1kmE4041N2982","Erpeldange-sur-Sûre",0.0555555555555556,8,2814,0.00284292821606254
"1393","0602","1kmE4041N2983","Bourscheid",0.027027027027027,2,1635,0.00122324159021407
"1388","0602","1kmE4041N2984","Bourscheid",0.027027027027027,17,1635,0.0103975535168196
"1375","0602","1kmE4041N2985","Bourscheid",0.027027027027027,19,1635,0.0116207951070336
"2197","0902","1kmE4041N2986","Putscheid",0.032258064516129,0,1277,0
"2200","0902","1kmE4041N2987","Putscheid",0.032258064516129,210,1277,0.164447924823806
"2191","0902","1kmE4041N2988","Putscheid",0.032258064516129,57,1277,0.0446358653093187
"2196","0902","1kmE4041N2989","Putscheid",0.032258064516129,193,1277,0.151135473766641
"2205","0902","1kmE4041N2990","Putscheid",0.032258064516129,10,1277,0.00783085356303837
"2182","0902","1kmE4041N2991","Putscheid",0.032258064516129,1,1277,0.000783085356303837
"2199","0902","1kmE4041N2992","Putscheid",0.032258064516129,4,1277,0.00313234142521535
"1203","0503","1kmE4041N2993","Parc Hosingen",0.0125,144,3890,0.0370179948586118
"1204","0503","1kmE4041N2994","Parc Hosingen",0.0125,10,3890,0.0025706940874036
"1209","0503","1kmE4041N2995","Parc Hosingen",0.0125,1,3890,0.00025706940874036
"1215","0503","1kmE4041N2996","Parc Hosingen",0.0125,416,3890,0.10694087403599
"1229","0503","1kmE4041N2997","Parc Hosingen",0.0125,136,3890,0.0349614395886889
"1247","0503","1kmE4041N2998","Parc Hosingen",0.0125,0,3890,0
"1253","0503","1kmE4041N2999","Parc Hosingen",0.0125,0,3890,0
"1047","0501","1kmE4041N3000","Clervaux",0.010989010989011,0,5725,0
"1033","0501","1kmE4041N3001","Clervaux",0.010989010989011,0,5725,0
"1039","0501","1kmE4041N3002","Clervaux",0.010989010989011,0,5725,0
"1001","0501","1kmE4041N3003","Clervaux",0.010989010989011,0,5725,0
"989","0501","1kmE4041N3004","Clervaux",0.010989010989011,0,5725,0
"999","0501","1kmE4041N3005","Clervaux",0.010989010989011,530,5725,0.0925764192139738
"1013","0501","1kmE4041N3006","Clervaux",0.010989010989011,35,5725,0.00611353711790393
"1027","0501","1kmE4041N3007","Clervaux",0.010989010989011,2,5725,0.000349344978165939
"1015","0501","1kmE4041N3008","Clervaux",0.010989010989011,3,5725,0.000524017467248908
"1346","0505","1kmE4041N3009","Weiswampach",0.024390243902439,0,2213,0
"1348","0505","1kmE4041N3010","Weiswampach",0.024390243902439,50,2213,0.0225937641211026
"1347","0505","1kmE4041N3011","Weiswampach",0.024390243902439,0,2213,0
"1343","0505","1kmE4041N3012","Weiswampach",0.024390243902439,31,2213,0.0140081337550836
"1337","0505","1kmE4041N3013","Weiswampach",0.024390243902439,133,2213,0.0600994125621329
"1334","0505","1kmE4041N3014","Weiswampach",0.024390243902439,0,2213,0
"315","0205","1kmE4042N2938","Frisange",0.037037037037037,0,5345,0
"328","0205","1kmE4042N2939","Frisange",0.037037037037037,2,5345,0.000374181478016838
"316","0205","1kmE4042N2940","Frisange",0.037037037037037,542,5345,0.101403180542563
"431","0211","1kmE4042N2941","Roeser",0.0476190476190476,0,6542,0
"436","0211","1kmE4042N2942","Roeser",0.0476190476190476,438,6542,0.0669520024457353
"432","0211","1kmE4042N2943","Roeser",0.0476190476190476,1301,6542,0.198868847447264
"440","0211","1kmE4042N2944","Roeser",0.0476190476190476,811,6542,0.123968205441761
"551","0303","1kmE4042N2945","Hesperange",0.037037037037037,34,15052,0.00225883603507839
"544","0303","1kmE4042N2946","Hesperange",0.037037037037037,2127,15052,0.141310124900345
"558","0303","1kmE4042N2947","Hesperange",0.037037037037037,2385,15052,0.158450704225352
"562","0303","1kmE4042N2948","Hesperange",0.037037037037037,3306,15052,0.219638586234387
"608","0304","1kmE4042N2949","Luxembourg",0.0185185185185185,6416,128900,0.0497750193948798
"572","0304","1kmE4042N2950","Luxembourg",0.0185185185185185,5984,128900,0.0464235841737781
"592","0304","1kmE4042N2951","Luxembourg",0.0185185185185185,2387,128900,0.0185182311869666
"593","0304","1kmE4042N2952","Luxembourg",0.0185185185185185,978,128900,0.00758727695888285
"567","0304","1kmE4042N2953","Luxembourg",0.0185185185185185,4191,128900,0.0325135764158262
"565","0304","1kmE4042N2954","Luxembourg",0.0185185185185185,2674,128900,0.020744763382467
"591","0304","1kmE4042N2955","Luxembourg",0.0185185185185185,313,128900,0.00242823894491854
"717","0310","1kmE4042N2956","Walferdange",0.142857142857143,894,8060,0.110918114143921
"719","0310","1kmE4042N2957","Walferdange",0.142857142857143,1436,8060,0.178163771712159
"698","0308","1kmE4042N2958","Steinsel",0.0434782608695652,1289,5669,0.227376962427236
"693","0308","1kmE4042N2959","Steinsel",0.0434782608695652,413,5669,0.072852354912683
"877","0408","1kmE4042N2960","Lorentzweiler",0.0625,1663,4278,0.388733052828425
"888","0408","1kmE4042N2961","Lorentzweiler",0.0625,1171,4278,0.273726040205704
"890","0408","1kmE4042N2962","Lorentzweiler",0.0625,117,4278,0.0273492286115007
"872","0407","1kmE4042N2963","Lintgen",0.0625,670,3580,0.187150837988827
"875","0407","1kmE4042N2964","Lintgen",0.0625,208,3580,0.0581005586592179
"920","0409","1kmE4042N2965","Mersch",0.0204081632653061,0,9956,0
"903","0409","1kmE4042N2966","Mersch",0.0204081632653061,0,9956,0
"896","0409","1kmE4042N2967","Mersch",0.0204081632653061,6,9956,0.00060265166733628
"934","0409","1kmE4042N2968","Mersch",0.0204081632653061,5,9956,0.000502209722780233
"922","0409","1kmE4042N2969","Mersch",0.0204081632653061,5,9956,0.000502209722780233
"919","0409","1kmE4042N2970","Mersch",0.0204081632653061,0,9956,0
"942","0410","1kmE4042N2971","Nommern",0.0434782608695652,0,1446,0
"949","0410","1kmE4042N2972","Nommern",0.0434782608695652,613,1446,0.423928077455048
"948","0410","1kmE4042N2973","Nommern",0.0434782608695652,3,1446,0.0020746887966805
"943","0410","1kmE4042N2974","Nommern",0.0434782608695652,5,1446,0.00345781466113416
"1519","0609","1kmE4042N2975","Schieren",0.0909090909090909,0,2620,0
"1512","0609","1kmE4042N2976","Schieren",0.0909090909090909,0,2620,0
"1440","0604","1kmE4042N2977","Erpeldange-sur-Sûre",0.0555555555555556,14,2814,0.00497512437810945
"1436","0604","1kmE4042N2978","Erpeldange-sur-Sûre",0.0555555555555556,334,2814,0.118692253020611
"1429","0604","1kmE4042N2979","Erpeldange-sur-Sûre",0.0555555555555556,0,2814,0
"1423","0604","1kmE4042N2980","Erpeldange-sur-Sûre",0.0555555555555556,0,2814,0
"1419","0603","1kmE4042N2981","Diekirch",0.0769230769230769,0,7176,0
"1430","0604","1kmE4042N2982","Erpeldange-sur-Sûre",0.0555555555555556,0,2814,0
"1376","0602","1kmE4042N2983","Bourscheid",0.027027027027027,4,1635,0.00244648318042813
"2135","0901","1kmE4042N2984","Tandel",0.0227272727272727,2,2364,0.000846023688663283
"2155","0901","1kmE4042N2985","Tandel",0.0227272727272727,0,2364,0
"2143","0901","1kmE4042N2986","Tandel",0.0227272727272727,25,2364,0.010575296108291
"2186","0902","1kmE4042N2987","Putscheid",0.032258064516129,0,1277,0
"2201","0902","1kmE4042N2988","Putscheid",0.032258064516129,0,1277,0
"2198","0902","1kmE4042N2989","Putscheid",0.032258064516129,0,1277,0
"2192","0902","1kmE4042N2990","Putscheid",0.032258064516129,83,1277,0.0649960845732185
"2184","0902","1kmE4042N2991","Putscheid",0.032258064516129,0,1277,0
"2195","0902","1kmE4042N2992","Putscheid",0.032258064516129,89,1277,0.0696945967110415
"1213","0503","1kmE4042N2993","Parc Hosingen",0.0125,12,3890,0.00308483290488432
"1191","0503","1kmE4042N2994","Parc Hosingen",0.0125,0,3890,0
"1225","0503","1kmE4042N2995","Parc Hosingen",0.0125,0,3890,0
"1249","0503","1kmE4042N2996","Parc Hosingen",0.0125,0,3890,0
"1258","0503","1kmE4042N2997","Parc Hosingen",0.0125,0,3890,0
"1252","0503","1kmE4042N2998","Parc Hosingen",0.0125,0,3890,0
"1260","0503","1kmE4042N2999","Parc Hosingen",0.0125,0,3890,0
"1198","0503","1kmE4042N3000","Parc Hosingen",0.0125,0,3890,0
"1044","0501","1kmE4042N3001","Clervaux",0.010989010989011,0,5725,0
"1054","0501","1kmE4042N3002","Clervaux",0.010989010989011,0,5725,0
"1035","0501","1kmE4042N3003","Clervaux",0.010989010989011,0,5725,0
"1032","0501","1kmE4042N3004","Clervaux",0.010989010989011,0,5725,0
"1019","0501","1kmE4042N3005","Clervaux",0.010989010989011,5,5725,0.000873362445414847
"1002","0501","1kmE4042N3006","Clervaux",0.010989010989011,39,5725,0.00681222707423581
"1012","0501","1kmE4042N3007","Clervaux",0.010989010989011,0,5725,0
"1040","0501","1kmE4042N3008","Clervaux",0.010989010989011,298,5725,0.0520524017467249
"1328","0505","1kmE4042N3009","Weiswampach",0.024390243902439,3,2213,0.00135562584726615
"1338","0505","1kmE4042N3010","Weiswampach",0.024390243902439,0,2213,0
"1335","0505","1kmE4042N3011","Weiswampach",0.024390243902439,0,2213,0
"1344","0505","1kmE4042N3012","Weiswampach",0.024390243902439,76,2213,0.0343425214640759
"1342","0505","1kmE4042N3013","Weiswampach",0.024390243902439,0,2213,0
"310","0205","1kmE4043N2938","Frisange",0.037037037037037,137,5345,0.0256314312441534
"309","0205","1kmE4043N2939","Frisange",0.037037037037037,125,5345,0.0233863423760524
"314","0205","1kmE4043N2940","Frisange",0.037037037037037,0,5345,0
"737","0311","1kmE4043N2941","Weiler-la-Tour",0.0526315789473684,0,2513,0
"735","0311","1kmE4043N2942","Weiler-la-Tour",0.0526315789473684,3,2513,0.00119379228014326
"447","0211","1kmE4043N2943","Roeser",0.0476190476190476,0,6542,0
"430","0211","1kmE4043N2944","Roeser",0.0476190476190476,0,6542,0
"537","0303","1kmE4043N2945","Hesperange",0.037037037037037,26,15052,0.00172734520329524
"557","0303","1kmE4043N2946","Hesperange",0.037037037037037,1669,15052,0.11088227478076
"552","0303","1kmE4043N2947","Hesperange",0.037037037037037,1446,15052,0.0960669678448047
"539","0303","1kmE4043N2948","Hesperange",0.037037037037037,619,15052,0.0411241031092214
"538","0303","1kmE4043N2949","Hesperange",0.037037037037037,118,15052,0.00783948976880149
"616","0304","1kmE4043N2950","Luxembourg",0.0185185185185185,166,128900,0.0012878200155159
"610","0304","1kmE4043N2951","Luxembourg",0.0185185185185185,1527,128900,0.0118463925523662
"586","0304","1kmE4043N2952","Luxembourg",0.0185185185185185,3731,128900,0.028944918541505
"576","0304","1kmE4043N2953","Luxembourg",0.0185185185185185,2123,128900,0.0164701318851823
"598","0304","1kmE4043N2954","Luxembourg",0.0185185185185185,832,128900,0.00645461598138092
"575","0304","1kmE4043N2955","Luxembourg",0.0185185185185185,3,128900,2.32738557020946e-05
"720","0310","1kmE4043N2956","Walferdange",0.142857142857143,5,8060,0.000620347394540943
"716","0310","1kmE4043N2957","Walferdange",0.142857142857143,0,8060,0
"701","0308","1kmE4043N2958","Steinsel",0.0434782608695652,35,5669,0.00617392838243076
"883","0408","1kmE4043N2959","Lorentzweiler",0.0625,3,4278,0.000701262272089762
"892","0408","1kmE4043N2960","Lorentzweiler",0.0625,54,4278,0.0126227208976157
