"","CELLCODE","maxm2LAU2","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2","SumSurf2012_m2","SumSurf2018_m2","LAU2Surf2012_m2","LAU2Surf2018_m2","Urban2012_sh_of_LAU2","Urban2018_sh_of_LAU2","artifLand_capita18"
"202","1kmE4026N2956","0110","Steinfort",0.0588235294117647,1089,5916,0.184077079107505,175513.397641179,175513.397641187,859894.362670481,870853.258203193,0.204110417814702,0.20154187400449,161.169327494203
"201","1kmE4026N2957","0110","Steinfort",0.0588235294117647,1887,5916,0.318965517241379,212240.414245275,213329.752056882,859894.362670481,870853.258203193,0.246821497452481,0.244966359197001,113.052332833536
"199","1kmE4026N2958","0110","Steinfort",0.0588235294117647,993,5916,0.167849898580122,183529.332349454,183529.332349454,859894.362670481,870853.258203193,0.213432417186091,0.210746564499425,184.823094007506
"49","1kmE4026N2959","0103","Habscht",0.0263157894736842,76,5097,0.0149107318030214,7532.39542128723,7532.39542134292,634055.409615732,660103.363715239,0.0118797116262319,0.0114109332498301,99.1104660703016
"51","1kmE4026N2960","0103","Habscht",0.0263157894736842,777,5097,0.152442613301942,80326.1953092567,88259.77793305,634055.409615732,660103.363715239,0.12668639694745,0.13370599634018,113.590447790283
"59","1kmE4026N2961","0103","Habscht",0.0263157894736842,689,5097,0.13517755542476,85201.28147727,85201.28147727,634055.409615732,660103.363715239,0.134375135335421,0.129072636439442,123.659334509826
"41","1kmE4026N2962","0103","Habscht",0.0263157894736842,151,5097,0.0296252697665293,18766.8686343314,19814.5806511822,634055.409615732,660103.363715239,0.0295981523849864,0.0300173908214319,131.222388418425
"1591","1kmE4026N2963","0701","Beckerich",0.03125,0,2817,0,0,0,422270.033660032,422270.033660091,0,0,NA
"1587","1kmE4026N2964","0701","Beckerich",0.03125,280,2817,0.0993965211217607,42778.7387437141,42778.7387437182,422270.033660032,422270.033660091,0.101306593728493,0.101306593728489,152.781209798994
"1584","1kmE4026N2965","0701","Beckerich",0.03125,111,2817,0.0394036208732694,13409.3858350235,13409.3858350235,422270.033660032,422270.033660091,0.031755475800159,0.0317554758001547,120.805277793005
"1574","1kmE4026N2966","0701","Beckerich",0.03125,28,2817,0.00993965211217607,4579.20507651847,4579.20507651847,422270.033660032,422270.033660091,0.0108442577296526,0.0108442577296511,163.543038447088
"1776","1kmE4026N2967","0706","Redange",0.0303030303030303,51,3035,0.0168039538714992,8864.72023517988,8864.72023517988,605018.715656218,609149.40011118,0.0146519768823432,0.0145526208079035,173.818043827056
"1756","1kmE4026N2968","0706","Redange",0.0303030303030303,430,3035,0.14168039538715,87094.9282406023,87094.9282406023,605018.715656218,609149.40011118,0.14395410585958,0.14297794305421,202.546344745587
"1770","1kmE4026N2969","0706","Redange",0.0303030303030303,4,3035,0.00131795716639209,0,0,605018.715656218,609149.40011118,0,0,0
"1755","1kmE4026N2970","0706","Redange",0.0303030303030303,0,3035,0,0,0,605018.715656218,609149.40011118,0,0,NA
"1757","1kmE4026N2971","0706","Redange",0.0303030303030303,311,3035,0.102471169686985,49684.7426530919,49684.7426530919,605018.715656218,609149.40011118,0.0821210011647369,0.0815641329434513,159.75801496171
"1746","1kmE4026N2972","0706","Redange",0.0303030303030303,9,3035,0.00296540362438221,2388.70407038778,2388.70407038778,605018.715656218,609149.40011118,0.00394814905485516,0.0039213763814785,265.41156337642
"1610","1kmE4026N2973","0702","Préizerdaul",0.0666666666666667,0,1768,0,0,0,250364.298867124,258787.444832737,0,0,NA
"1597","1kmE4026N2974","0702","Préizerdaul",0.0666666666666667,0,1768,0,0,0,250364.298867124,258787.444832737,0,0,NA
"1606","1kmE4026N2975","0702","Préizerdaul",0.0666666666666667,0,1768,0,0,0,250364.298867124,258787.444832737,0,0,NA
"1840","1kmE4026N2976","0710","Wahl",0.0476190476190476,0,1029,0,0,0,213028.833722893,224958.88250423,0,0,NA
"1833","1kmE4026N2977","0710","Wahl",0.0476190476190476,316,1029,0.30709426627794,34902.0206950926,38409.267694162,213028.833722893,224958.88250423,0.163837073531995,0.170739058029593,121.548315487854
"1845","1kmE4026N2978","0710","Wahl",0.0476190476190476,74,1029,0.0719144800777454,20040.9650551058,20040.965055139,213028.833722893,224958.88250423,0.0940763027467685,0.0890872359963923,270.823852096473
"1839","1kmE4026N2979","0710","Wahl",0.0476190476190476,35,1029,0.0340136054421769,9545.39736362449,9545.39736362449,213028.833722893,224958.88250423,0.0448080064881786,0.0424317424471782,272.7256389607
"1842","1kmE4026N2980","0710","Wahl",0.0476190476190476,17,1029,0.0165208940719145,3840.17923520962,5679.05330288997,213028.833722893,224958.88250423,0.0180265702444999,0.025244850257394,334.061958993528
"1831","1kmE4026N2981","0710","Wahl",0.0476190476190476,102,1029,0.0991253644314869,40248.6667721291,40856.135015275,213028.833722893,224958.88250423,0.188935300770057,0.18161601160384,400.55034328701
"1837","1kmE4026N2982","0710","Wahl",0.0476190476190476,0,1029,0,0,0,213028.833722893,224958.88250423,0,0,NA
"1934","1kmE4026N2983","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"1918","1kmE4026N2984","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"1923","1kmE4026N2985","0802","Esch-sur-Sûre",0.0204081632653061,9,2924,0.00307797537619699,3498.49217642802,3498.49217642802,649145.449597266,686832.916508218,0.00538938103717511,0.00509365828623061,388.721352936446
"2000","1kmE4026N2986","0806","Lac de la Haute Sûre",0.0175438596491228,204,2224,0.091726618705036,46917.5468331929,49554.7928247963,547635.834790329,576001.985106738,0.085672894015703,0.0860323299330528,242.915651101943
"2023","1kmE4026N2987","0806","Lac de la Haute Sûre",0.0175438596491228,76,2224,0.0341726618705036,25167.1086170487,25167.1086170487,547635.834790329,576001.985106738,0.0459559200078358,0.043692746323409,331.146166013799
"2037","1kmE4026N2988","0806","Lac de la Haute Sûre",0.0175438596491228,0,2224,0,0,0,547635.834790329,576001.985106738,0,0,NA
"2043","1kmE4026N2989","0806","Lac de la Haute Sûre",0.0175438596491228,0,2224,0,0,0,547635.834790329,576001.985106738,0,0,NA
"2058","1kmE4026N2990","0807","Wiltz",0.025,0,7730,0,0,0,925477.490391139,937479.646440721,0,0,NA
"2125","1kmE4026N2991","0808","Winseler",0.0277777777777778,0,1450,0,0,0,284455.83351068,293461.465740947,0,0,NA
"2119","1kmE4026N2992","0808","Winseler",0.0277777777777778,157,1450,0.108275862068966,39394.4818844298,39394.4818844298,284455.83351068,293461.465740947,0.1384906802516,0.134240731691858,250.920266779808
"2120","1kmE4026N2993","0808","Winseler",0.0277777777777778,5,1450,0.00344827586206897,0,0,284455.83351068,293461.465740947,0,0,0
"2121","1kmE4026N2994","0808","Winseler",0.0277777777777778,0,1450,0,0,0,284455.83351068,293461.465740947,0,0,NA
"1094","1kmE4026N2995","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1081","1kmE4026N2996","0502","Wincrange",0.0078125,144,4906,0.0293518141051773,16557.7641326658,16557.7641326658,1558697.10194439,1581510.18260618,0.0106228234542881,0.0104695905943395,114.984473143512
"1056","1kmE4026N2997","0502","Wincrange",0.0078125,194,4906,0.0395434162250306,49255.0213500352,53094.7568304902,1558697.10194439,1581510.18260618,0.0316001237755509,0.033572187782563,273.684313559228
"1071","1kmE4026N2998","0502","Wincrange",0.0078125,1,4906,0.000203832042397065,0,0,1558697.10194439,1581510.18260618,0,0,0
"1072","1kmE4026N2999","0502","Wincrange",0.0078125,22,4906,0.00448430493273543,0,0,1558697.10194439,1581510.18260618,0,0,0
"1073","1kmE4026N3000","0502","Wincrange",0.0078125,35,4906,0.00713412148389727,14783.8083995291,14783.8083995291,1558697.10194439,1581510.18260618,0.00948472181098372,0.00934790592063513,422.394525700831
"1111","1kmE4026N3001","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1112","1kmE4026N3002","0502","Wincrange",0.0078125,163,4906,0.0332246229107216,49102.4298016662,49102.4298016662,1558697.10194439,1581510.18260618,0.031502226917862,0.0310478113525326,301.241900623719
"1140","1kmE4026N3003","0502","Wincrange",0.0078125,52,4906,0.0105992662046474,15611.5057710275,15611.5057710275,1558697.10194439,1581510.18260618,0.010015740551229,0.00987126478395556,300.221264827453
"1176","1kmE4026N3004","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1181","1kmE4026N3005","0502","Wincrange",0.0078125,29,4906,0.00591112922951488,0,0,1558697.10194439,1581510.18260618,0,0,0
"1143","1kmE4026N3006","0502","Wincrange",0.0078125,19,4906,0.00387280880554423,0,0,1558697.10194439,1581510.18260618,0,0,0
"303","1kmE4027N2939","0204","Esch-sur-Alzette",0.0625,82,37827,0.00216776376662173,16632.0305539607,16632.0305539607,1702425.81943584,1711377.07387983,0.00976960661902575,0.00971850728153936,202.82964090196
"297","1kmE4027N2940","0204","Esch-sur-Alzette",0.0625,2388,37827,0.0631295106669839,22187.7392580471,22187.7392580471,1702425.81943584,1711377.07387983,0.0130330138351637,0.012964845443293,9.29134809800968
"486","1kmE4027N2941","0213","Sanem",0.0384615384615385,3090,19437,0.158975150486186,328436.931081717,328436.93108176,2072638.76778566,2074577.53277314,0.158463180456963,0.158315091093621,106.290268958498
"477","1kmE4027N2942","0213","Sanem",0.0384615384615385,1403,19437,0.0721819210783557,174696.472190244,176635.237178043,2072638.76778566,2074577.53277314,0.0842869847392096,0.0851427504576943,125.898244603024
"485","1kmE4027N2943","0213","Sanem",0.0384615384615385,578,19437,0.029737099346607,73283.5779332779,73283.5779332894,2072638.76778566,2074577.53277314,0.0353576219224982,0.0353245789928754,126.788197116418
"469","1kmE4027N2944","0213","Sanem",0.0384615384615385,59,19437,0.00303544785717961,11614.969537917,11614.9695378225,2072638.76778566,2074577.53277314,0.00560395266094825,0.00559871557188633,196.863890471568
"472","1kmE4027N2945","0213","Sanem",0.0384615384615385,76,19437,0.00391006842619746,13258.6767469412,13258.6767469412,2072638.76778566,2074577.53277314,0.00639700315994103,0.0063910249376016,174.456272986068
"487","1kmE4027N2946","0213","Sanem",0.0384615384615385,0,19437,0,0,0,2072638.76778566,2074577.53277314,0,0,NA
"115","1kmE4027N2947","0104","Käerjeng",0.0256410256410256,0,13954,0,0,0,1906265.52940412,1924144.40330846,0,0,NA
"12","1kmE4027N2948","0101","Dippach",0.0555555555555556,96,4648,0.0206540447504303,21931.855663354,21931.855663354,618335.568723655,636180.218614916,0.0354691801227364,0.0344742810631612,228.456829826604
"14","1kmE4027N2949","0101","Dippach",0.0555555555555556,0,4648,0,0,0,618335.568723655,636180.218614916,0,0,NA
"2","1kmE4027N2950","0101","Dippach",0.0555555555555556,98,4648,0.0210843373493976,13532.5118032079,13532.5118032079,618335.568723655,636180.218614916,0.0218853847129337,0.0212715067322758,138.086855134774
"24","1kmE4027N2951","0102","Garnich",0.0476190476190476,28,2034,0.0137659783677483,2735.40354795073,2735.40354795073,363941.272517277,366793.346299885,0.00751605754695183,0.00745761496369757,97.6929838553832
"28","1kmE4027N2952","0102","Garnich",0.0476190476190476,11,2034,0.00540806293018682,3345.78751563057,3345.78751563057,363941.272517277,366793.346299885,0.00919320716908178,0.00912172357918156,304.162501420961
"30","1kmE4027N2953","0102","Garnich",0.0476190476190476,0,2034,0,0,0,363941.272517277,366793.346299885,0,0,NA
"31","1kmE4027N2954","0102","Garnich",0.0476190476190476,0,2034,0,0,0,363941.272517277,366793.346299885,0,0,NA
"213","1kmE4027N2955","0110","Steinfort",0.0588235294117647,0,5916,0,0,0,859894.362670481,870853.258203193,0,0,NA
"210","1kmE4027N2956","0110","Steinfort",0.0588235294117647,612,5916,0.103448275862069,79977.233825014,79977.233825014,859894.362670481,870853.258203193,0.093008208097373,0.0918377844621364,130.681754616036
"207","1kmE4027N2957","0110","Steinfort",0.0588235294117647,131,5916,0.0221433400946586,26287.5180301754,26287.5180301754,859894.362670481,870853.258203193,0.0305706365471883,0.0301859329141326,200.668076566224
"154","1kmE4027N2958","0106","Koerich",0.0555555555555556,15,2668,0.00562218890554723,724.463180784881,724.463180784881,444223.251788237,451907.05010837,0.00163085380575764,0.00160312431640788,48.2975453856587
"153","1kmE4027N2959","0106","Koerich",0.0555555555555556,47,2668,0.017616191904048,8470.1126136817,8470.1126136817,444223.251788237,451907.05010837,0.0190672428324833,0.0187430415428361,180.215161993228
"46","1kmE4027N2960","0103","Habscht",0.0263157894736842,18,5097,0.00353148911124191,3770.20447771694,3770.20447771694,634055.409615732,660103.363715239,0.00594617508271376,0.00571153653345623,209.455804317608
"43","1kmE4027N2961","0103","Habscht",0.0263157894736842,123,5097,0.024131842260153,11547.4241074288,11547.4241074288,634055.409615732,660103.363715239,0.0182120110203414,0.0174933574681953,93.8814968083643
"42","1kmE4027N2962","0103","Habscht",0.0263157894736842,0,5097,0,0,0,634055.409615732,660103.363715239,0,0,NA
"1781","1kmE4027N2963","0707","Saeul",0.0625,0,962,0,0,0,157983.645165488,163008.652340316,0,0,NA
"1575","1kmE4027N2964","0701","Beckerich",0.03125,227,2817,0.0805821796237132,23496.6404211797,23496.6404211797,422270.033660032,422270.033660091,0.0556436368868568,0.0556436368868492,103.509429168192
"1576","1kmE4027N2965","0701","Beckerich",0.03125,0,2817,0,0,0,422270.033660032,422270.033660091,0,0,NA
"1573","1kmE4027N2966","0701","Beckerich",0.03125,315,2817,0.111821086261981,41158.7058487821,41158.7058488112,422270.033660032,422270.033660091,0.0974701081486611,0.0974701081487165,130.662558250194
"1579","1kmE4027N2967","0701","Beckerich",0.03125,202,2817,0.0717074902378417,53133.2670362457,53133.2670362687,422270.033660032,422270.033660091,0.125827699815003,0.12582769981504,263.035975427073
"1775","1kmE4027N2968","0706","Redange",0.0303030303030303,4,3035,0.00131795716639209,0,0,605018.715656218,609149.40011118,0,0,0
"1773","1kmE4027N2969","0706","Redange",0.0303030303030303,0,3035,0,0,0,605018.715656218,609149.40011118,0,0,NA
"1754","1kmE4027N2970","0706","Redange",0.0303030303030303,181,3035,0.0596375617792422,25358.5056245513,25358.5056245513,605018.715656218,609149.40011118,0.0419135887342706,0.0416293697735284,140.102241019621
"1750","1kmE4027N2971","0706","Redange",0.0303030303030303,5,3035,0.00164744645799012,0,0,605018.715656218,609149.40011118,0,0,0
"1604","1kmE4027N2972","0702","Préizerdaul",0.0666666666666667,0,1768,0,0,0,250364.298867124,258787.444832737,0,0,NA
"1608","1kmE4027N2973","0702","Préizerdaul",0.0666666666666667,0,1768,0,0,0,250364.298867124,258787.444832737,0,0,NA
"1605","1kmE4027N2974","0702","Préizerdaul",0.0666666666666667,20,1768,0.0113122171945701,0,0,250364.298867124,258787.444832737,0,0,0
"1607","1kmE4027N2975","0702","Préizerdaul",0.0666666666666667,0,1768,0,0,0,250364.298867124,258787.444832737,0,0,NA
"1849","1kmE4027N2976","0710","Wahl",0.0476190476190476,0,1029,0,0,0,213028.833722893,224958.88250423,0,0,NA
"1835","1kmE4027N2977","0710","Wahl",0.0476190476190476,25,1029,0.0242954324586978,4644.75704517691,6518.88932236522,213028.833722893,224958.88250423,0.0218034195841244,0.0289781370257414,260.755572894609
"1838","1kmE4027N2978","0710","Wahl",0.0476190476190476,0,1029,0,835.605268256529,1046.62627601498,213028.833722893,224958.88250423,0.00392249844142452,0.00465252256040745,Inf
"1846","1kmE4027N2979","0710","Wahl",0.0476190476190476,239,1029,0.232264334305151,41554.3480000734,45445.6541865348,213028.833722893,224958.88250423,0.195064429888994,0.202017602864294,190.149180696799
"1841","1kmE4027N2980","0710","Wahl",0.0476190476190476,0,1029,0,0,0,213028.833722893,224958.88250423,0,0,NA
"1927","1kmE4027N2981","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"1933","1kmE4027N2982","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"1917","1kmE4027N2983","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"1910","1kmE4027N2984","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"2044","1kmE4027N2985","0806","Lac de la Haute Sûre",0.0175438596491228,0,2224,0,0,0,547635.834790329,576001.985106738,0,0,NA
"2035","1kmE4027N2986","0806","Lac de la Haute Sûre",0.0175438596491228,66,2224,0.0296762589928058,18295.7288104595,27787.372433055,547635.834790329,576001.985106738,0.0334085676067277,0.0482417997707175,421.020794440228
"2052","1kmE4027N2987","0806","Lac de la Haute Sûre",0.0175438596491228,0,2224,0,0,0,547635.834790329,576001.985106738,0,0,NA
"2054","1kmE4027N2988","0806","Lac de la Haute Sûre",0.0175438596491228,0,2224,0,0,0,547635.834790329,576001.985106738,0,0,NA
"2063","1kmE4027N2989","0807","Wiltz",0.025,0,7730,0,0,0,925477.490391139,937479.646440721,0,0,NA
"2055","1kmE4027N2990","0807","Wiltz",0.025,0,7730,0,0,0,925477.490391139,937479.646440721,0,0,NA
"2075","1kmE4027N2991","0807","Wiltz",0.025,9,7730,0.00116429495472186,0,0,925477.490391139,937479.646440721,0,0,0
"2101","1kmE4027N2992","0808","Winseler",0.0277777777777778,0,1450,0,0,0,284455.83351068,293461.465740947,0,0,NA
"2109","1kmE4027N2993","0808","Winseler",0.0277777777777778,336,1450,0.231724137931034,86180.4117017674,86180.4117017674,284455.83351068,293461.465740947,0.302965879230358,0.29366857922615,256.489320540974
"2096","1kmE4027N2994","0808","Winseler",0.0277777777777778,0,1450,0,0,0,284455.83351068,293461.465740947,0,0,NA
"1079","1kmE4027N2995","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1120","1kmE4027N2996","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1121","1kmE4027N2997","0502","Wincrange",0.0078125,115,4906,0.0234406848756625,32284.7374193156,34404.9048951213,1558697.10194439,1581510.18260618,0.02071264351428,0.0217544630907309,299.173086044533
"1095","1kmE4027N2998","0502","Wincrange",0.0078125,0,4906,0,2002.26486603143,2002.26486603143,1558697.10194439,1581510.18260618,0.00128457598563166,0.00126604614251163,Inf
"1096","1kmE4027N2999","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1097","1kmE4027N3000","0502","Wincrange",0.0078125,194,4906,0.0395434162250306,70402.6164520663,70402.6164520663,1558697.10194439,1581510.18260618,0.0451676059217937,0.044516069024639,362.900084804465
"1102","1kmE4027N3001","0502","Wincrange",0.0078125,31,4906,0.00631879331430901,8671.1083562051,8671.1083562051,1558697.10194439,1581510.18260618,0.0055630490012385,0.00548280273600003,279.71317278081
"1099","1kmE4027N3002","0502","Wincrange",0.0078125,16,4906,0.00326131267835304,5419.34826688082,5419.34826688082,1558697.10194439,1581510.18260618,0.00347684502660617,0.00342669198496733,338.709266680051
"1113","1kmE4027N3003","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1077","1kmE4027N3004","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1059","1kmE4027N3005","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1078","1kmE4027N3006","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1104","1kmE4027N3007","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"1082","1kmE4027N3008","0502","Wincrange",0.0078125,0,4906,0,0,0,1558697.10194439,1581510.18260618,0,0,NA
"305","1kmE4028N2938","0204","Esch-sur-Alzette",0.0625,126,37827,0.00333095408041875,0,0,1702425.81943584,1711377.07387983,0,0,0
"308","1kmE4028N2939","0204","Esch-sur-Alzette",0.0625,222,37827,0.00586882385597589,20784.0021375077,20784.0021375077,1702425.81943584,1711377.07387983,0.0122084627125752,0.012144607085561,93.6216312500346
"306","1kmE4028N2940","0204","Esch-sur-Alzette",0.0625,837,37827,0.0221270521056388,63507.2051159543,63507.2051159737,1702425.81943584,1711377.07387983,0.0373039485133043,0.0371088324632032,75.8747970322267
"463","1kmE4028N2941","0213","Sanem",0.0384615384615385,311,19437,0.0160004115861501,28585.9583222398,28585.9583222398,2072638.76778566,2074577.53277314,0.0137920600379294,0.0137791708772765,91.9162647017357
"479","1kmE4028N2942","0213","Sanem",0.0384615384615385,546,19437,0.0280907547461028,91522.47560914,91522.4756091462,2072638.76778566,2074577.53277314,0.0441574658506072,0.044116199160224,167.623581701733
"373","1kmE4028N2943","0208","Mondercange",0.0454545454545455,236,8986,0.026263075895838,46347.7820690033,48275.2804535876,1222144.38776929,1242113.43961874,0.0379233276631081,0.0388654360493881,204.556273108422
"471","1kmE4028N2944","0213","Sanem",0.0384615384615385,7,19437,0.000360137881360292,0,0,2072638.76778566,2074577.53277314,0,0,0
"476","1kmE4028N2945","0213","Sanem",0.0384615384615385,6,19437,0.000308689612594536,0,0,2072638.76778566,2074577.53277314,0,0,0
"484","1kmE4028N2946","0213","Sanem",0.0384615384615385,0,19437,0,0,0,2072638.76778566,2074577.53277314,0,0,NA
"8","1kmE4028N2947","0101","Dippach",0.0555555555555556,0,4648,0,0,0,618335.568723655,636180.218614916,0,0,NA
"6","1kmE4028N2948","0101","Dippach",0.0555555555555556,728,4648,0.156626506024096,87009.0627734187,87009.0627734187,618335.568723655,636180.218614916,0.140714956690943,0.136767947552431,119.517943370081
"17","1kmE4028N2949","0101","Dippach",0.0555555555555556,646,4648,0.138984509466437,63038.7965082379,63038.7965082827,618335.568723655,636180.218614916,0.101949167566666,0.0990895263067596,97.583276328611
"39","1kmE4028N2950","0102","Garnich",0.0476190476190476,198,2034,0.0973451327433628,37619.4300416537,37619.4300416537,363941.272517277,366793.346299885,0.103366759646277,0.102563011082803,189.997121422493
"36","1kmE4028N2951","0102","Garnich",0.0476190476190476,222,2034,0.109144542772861,26815.151911289,26815.151911289,363941.272517277,366793.346299885,0.073679887213166,0.0731069747632917,120.788972573374
"21","1kmE4028N2952","0102","Garnich",0.0476190476190476,856,2034,0.420845624385447,148198.407604894,148198.40760492,363941.272517277,366793.346299885,0.407204180443313,0.404037884274363,173.128980846869
"35","1kmE4028N2953","0102","Garnich",0.0476190476190476,396,2034,0.194690265486726,61680.2864597195,61680.2864596833,363941.272517277,366793.346299885,0.16947867998893,0.168160865189889,155.758299140614
"23","1kmE4028N2954","0102","Garnich",0.0476190476190476,4,2034,0.00196656833824975,0,0,363941.272517277,366793.346299885,0,0,0
"206","1kmE4028N2955","0110","Steinfort",0.0588235294117647,0,5916,0,0,0,859894.362670481,870853.258203193,0,0,NA
"203","1kmE4028N2956","0110","Steinfort",0.0588235294117647,56,5916,0.0094658553076403,14466.8874101758,14466.8874101758,859894.362670481,870853.258203193,0.0168240286693444,0.0166123135831459,258.337275181711
"162","1kmE4028N2957","0106","Koerich",0.0555555555555556,0,2668,0,0,0,444223.251788237,451907.05010837,0,0,NA
"155","1kmE4028N2958","0106","Koerich",0.0555555555555556,986,2668,0.369565217391304,156483.194971828,156483.194971828,444223.251788237,451907.05010837,0.35226250391419,0.346272966828693,158.705065894349
"146","1kmE4028N2959","0106","Koerich",0.0555555555555556,209,2668,0.078335832083958,52411.4570716883,53346.8003833032,444223.251788237,451907.05010837,0.117984497346107,0.118048170238792,255.247848723939
"148","1kmE4028N2960","0106","Koerich",0.0555555555555556,4,2668,0.00149925037481259,0,0,444223.251788237,451907.05010837,0,0,0
"57","1kmE4028N2961","0103","Habscht",0.0263157894736842,2,5097,0.000392387679026879,0,0,634055.409615732,660103.363715239,0,0,0
"54","1kmE4028N2962","0103","Habscht",0.0263157894736842,0,5097,0,0,0,634055.409615732,660103.363715239,0,0,NA
"1780","1kmE4028N2963","0707","Saeul",0.0625,5,962,0.0051975051975052,0,0,157983.645165488,163008.652340316,0,0,0
"1785","1kmE4028N2964","0707","Saeul",0.0625,0,962,0,1599.64289302435,1599.64289302435,157983.645165488,163008.652340316,0.0101253702011289,0.00981323917508834,Inf
"1569","1kmE4028N2965","0701","Beckerich",0.03125,0,2817,0,0,0,422270.033660032,422270.033660091,0,0,NA
"1571","1kmE4028N2966","0701","Beckerich",0.03125,0,2817,0,0,0,422270.033660032,422270.033660091,0,0,NA
"1578","1kmE4028N2967","0701","Beckerich",0.03125,0,2817,0,1984.61796131646,1984.61796130375,422270.033660032,422270.033660091,0.00469987875794726,0.00469987875791651,Inf
"1806","1kmE4028N2968","0708","Useldange",0.0454545454545455,0,2015,0,0,0,364772.614366263,402534.082033576,0,0,NA
"1807","1kmE4028N2969","0708","Useldange",0.0454545454545455,0,2015,0,0,0,364772.614366263,402534.082033576,0,0,NA
"1809","1kmE4028N2970","0708","Useldange",0.0454545454545455,0,2015,0,0,0,364772.614366263,402534.082033576,0,0,NA
"1599","1kmE4028N2971","0702","Préizerdaul",0.0666666666666667,90,1768,0.0509049773755656,13912.7734484452,13912.7734484452,250364.298867124,258787.444832737,0.0555701172707102,0.0537613927037206,154.586371649391
"1603","1kmE4028N2972","0702","Préizerdaul",0.0666666666666667,616,1768,0.34841628959276,93540.2703468518,93540.2703468056,250364.298867124,258787.444832737,0.373616648899676,0.361455983335141,151.851088225334
"1596","1kmE4028N2973","0702","Préizerdaul",0.0666666666666667,532,1768,0.300904977375566,71198.9107255621,72901.0568804893,250364.298867124,258787.444832737,0.284381243842396,0.281702448616113,137.032061805431
"1598","1kmE4028N2974","0702","Préizerdaul",0.0666666666666667,37,1768,0.0209276018099547,3507.90876676235,3507.90876671635,250364.298867124,258787.444832737,0.0140112179836955,0.0135551737024322,94.8083450463877
"1836","1kmE4028N2975","0710","Wahl",0.0476190476190476,9,1029,0.0087463556851312,1173.76039255559,1173.76039255559,213028.833722893,224958.88250423,0.00550986630327432,0.00521766635524394,130.417821395066
"1844","1kmE4028N2976","0710","Wahl",0.0476190476190476,106,1029,0.103012633624879,33794.4866079698,33794.4866079698,213028.833722893,224958.88250423,0.158638086766834,0.150225171070248,318.815911395941
"1830","1kmE4028N2977","0710","Wahl",0.0476190476190476,0,1029,0,0,0,213028.833722893,224958.88250423,0,0,NA
"1727","1kmE4028N2978","0705","Grosbous",0.0476190476190476,0,1137,0,0,0,172296.955583732,184484.374356039,0,0,NA
"1745","1kmE4028N2979","0705","Grosbous",0.0476190476190476,0,1137,0,0,0,172296.955583732,184484.374356039,0,0,NA
"1737","1kmE4028N2980","0705","Grosbous",0.0476190476190476,3,1137,0.00263852242744063,0,0,172296.955583732,184484.374356039,0,0,0
"1897","1kmE4028N2981","0802","Esch-sur-Sûre",0.0204081632653061,33,2924,0.0112859097127223,0,0,649145.449597266,686832.916508218,0,0,0
"1903","1kmE4028N2982","0802","Esch-sur-Sûre",0.0204081632653061,229,2924,0.0783173734610123,63019.1057833564,63019.1057833564,649145.449597266,686832.916508218,0.0970801009580424,0.0917531822786516,275.192601674046
"1920","1kmE4028N2983","0802","Esch-sur-Sûre",0.0204081632653061,193,2924,0.0660054719562243,33838.2589221655,33838.2589220431,649145.449597266,686832.916508218,0.0521273913930368,0.0492670897225966,175.327766435456
"1922","1kmE4028N2984","0802","Esch-sur-Sûre",0.0204081632653061,0,2924,0,0,0,649145.449597266,686832.916508218,0,0,NA
"1912","1kmE4028N2985","0802","Esch-sur-Sûre",0.0204081632653061,33,2924,0.0112859097127223,5981.28732931726,5981.28732931726,649145.449597266,686832.916508218,0.00921409421113263,0.00870850418719804,181.251131191432
